CID	NID	Topic	Comment Created	Comment Body
5056	25169	Scratch accounts for classroom use	4/9/15 9:28	"Barbara & Marty, If you are already saving Scratch projects to your network, why not add the Scratch app to your computers? I asked my IT guy to do just that, so now students store their projects on the server and work with the download version of Scratch on our lab desktop computers bypassing the online version all together... at least until Scratch figures out the student account issue that is the theme of this thread. Good Luck, Tim"
5059	25169	Scratch accounts for classroom use	4/15/15 7:34	"Good idea, Tim. The download/upload option has worked pretty well and my students are happy they can save their projects. We had the old 1.4 Scratch version downloaded on to the student computers. I will ask our IT guy to replace it with the 2.0 version and bypass the online version until a solution is provided. Thanks, Tim. marty"
5132	25169	Scratch accounts for classroom use	8/18/15 12:50	Any update on the classroom/educator accounts?
5144	25169	Scratch accounts for classroom use	9/8/15 3:39	Looks like educator accounts has been over two years in development...  Is it now dead or is there still a chance that it could happen?
5149	25169	Scratch accounts for classroom use	9/22/15 10:57	What is happening with the Scratch classroom accounts? I'm frustrated by the lack of progress on this. Should I have students create the accounts at home with their parents or should I use my own school email account? There should be a way to easily create accounts for Middle School and younger students. marty
5153	25169	Scratch accounts for classroom use	9/22/15 21:15	"I don't need a whole manangement system- just a way to easily create accounts from a CSV file would be great! This was something that Scratch users at the 2014 Conference were very vocal about, so I have been hopeful, but so far... nothing."
5157	25169	Scratch accounts for classroom use	9/23/15 15:20	"Hi. I’m Christan Balch, the Online Community Coordinator on the Scratch Team at MIT. We understand your frustration with the registration process for students, and we’re sorry for the difficulties that it has caused for you and your students. We’re continuing to work on Teacher Accounts, which we hope will simplify the process of creating accounts for your students. Unfortunately, the development of the Teacher Accounts has taken much longer than we expected. We hope to have more news about the accounts soon. We’ll make sure to post messages on ScratchEd to keep you informed. In the meantime, we suggest using a single email address (e.g., a teacher’s email address) to register and approve all of your student accounts. (Multiple Scratch accounts can share the same address.) We realize that the confirmation process can be time-consuming for educators, but confirmation is just a one-time process when first registering an account. Sorry again for the current difficulties. We hope to have better solutions in the future. Please do feel free to reach out to me should you have more questions. Thanks!"
5170	25169	Scratch accounts for classroom use	10/20/15 5:43	Hi Christian. Could you just clarify the procedure for creating multiple accounts with one email address.  Do I do this on the main Scratch website and not through my educator account?  I have created a generic email address for our school to use and need to set up about 15 accounts initially for a club I want to run.  I'm assuming I just create an account using my generic adddress on the main Scratch website (https://scratch.mit.edu/) and then the procedure to create mutliple accounts will be an option to select? Thank you for your help. Joanna
5172	25169	Scratch accounts for classroom use	10/20/15 11:42	"Hello Christan, Has there been any news on student accounts? and or teacher accounts? Thank you. Speete35"
5182	25169	Scratch accounts for classroom use	10/26/15 11:19	"What is the word on class accounts?  I have a group of 4th graders beginning a class project which they will collaborate actoss classrooms for.  We used to be able to login with one class account, but now it is bumping off multiple users.  I just need to be able to manage a group of students for class purposes.  I either need the classroom functions to work or to allow multiple users of the same account, please.  This is a much loved project that I would hate to have die because of difficulties at the site's end.  Please advise."
5185	25169	Scratch accounts for classroom use	10/28/15 20:07	"I currently have my students create their own accounts, but I have them use my school address for the email.  This way, when they forget their password while at school, I can quickly help them reset it.  The probelm is when they forget it during the summer and I have to figure out how to contact them once I have reset it... I am sure the folks at MIT are workigng on fabulous teacher features, but in the meantime, if they would just give us a simple way to upload a CSV file to create the accounts, that would be awesome!"
5212	25169	Scratch accounts for classroom use	11/17/15 9:26	"Hi Christan, I have been asking about teacher management accounts in Scratch for a couple of years, as have many other teachers. Saying ""We hope to have better solutions in the future"" is a pretty discouraging thing to read, when so many people are asking for this feature, loudly and clearly. Will it happen in the next two months? thanks, Pauel Craton"
